date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:12:21	39637/39637	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2264e65e6a-9ad5%22	https://www.kidney.org/sites/default/files/js/js_Hfha9RCTNm8mqMDLXriIsKGMaghzs4ZaqJPLj2esi7s.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/js/js_Hfha9RCTNm8mqMDLXriIsKGMaghzs4ZaqJPLj2esi7s.js	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Sep%202023%2004:12:21%20GMT	http://cdn.optimizely.com/js/16954880846.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/cdn.optimizely.com/js/16954880846.b.delayed	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:23	50981/50981	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2264e65e6a-c725%22	https://www.kidney.org/sites/default/files/js/js_O2LUy9EpXOZtP8PTbuQE1nuzSyPEzFmNat_nAExwAzU.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/js/js_O2LUy9EpXOZtP8PTbuQE1nuzSyPEzFmNat_nAExwAzU.js	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:23	640/640	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2264e65e6a-280%22	https://www.kidney.org/sites/default/files/js/js_VSKym_zvLDl1YMcD5l44PH639lM-s2e_cUdppITeDjA.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/js/js_VSKym_zvLDl1YMcD5l44PH639lM-s2e_cUdppITeDjA.js	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:24	39302/39302	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2264e65df1-9986%22	https://www.kidney.org/sites/default/files/js/js_D9gKF1Kvn8ToF6-YigGvnMsoim4nvo7KSZAkeeDYV2A.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/js/js_D9gKF1Kvn8ToF6-YigGvnMsoim4nvo7KSZAkeeDYV2A.js	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:25	312/312	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2024%20Sep%202023%2004:12:24%20GMT	https://www.kidney.org/professionals/KDOQI/linkid.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/professionals/KDOQI/linkid.js	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:28	103953/103953	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2264e65e6b-19611%22	https://www.kidney.org/sites/default/files/js/js_z4NC5ip3mfCHlo9N9QHLPE0Lyebi5Iz_IY_o8CLlndo.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/js/js_z4NC5ip3mfCHlo9N9QHLPE0Lyebi5Iz_IY_o8CLlndo.js	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:29	20843/20843	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2264e65de9-516b%22	https://www.kidney.org/sites/default/files/js/js_4-MbodwluD5YcK6ySyJxGVneIr0hnAAnMPdy7cF-_Zw.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/js/js_4-MbodwluD5YcK6ySyJxGVneIr0hnAAnMPdy7cF-_Zw.js	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:30	97163/97163	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:30	305353/305353	---M-Z	200	added ('OK')	text/javascript	etag:%224d105c624ba4a54edcac04e925c84287%22	https://cdn.optimizely.com/js/16954880846.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/cdn.optimizely.com/js/16954880846.js	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:30	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Mon,%2012%20Jun%202023%2018:23:07%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.google-analytics.com/analytics.js	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:30	70021/70021	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Sep%202023%2004:12:29%20GMT	https://www.kidney.org/professionals/KDOQI/gfr_calculatorPed	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/professionals/KDOQI/gfr_calculatorPed.html	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:31	78817/78817	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Sep%202023%2004:12:30%20GMT	https://www.kidney.org/professionals/kdoqi/gfr_calculator	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/professionals/kdoqi/gfr_calculator-2.html	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:32	70021/70021	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Sep%202023%2004:12:31%20GMT	https://www.kidney.org/professionals/kdoqi/gfr_calculatorPed	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/professionals/kdoqi/gfr_calculatorPed-2.html	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:33	73248/73248	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Sep%202023%2004:12:32%20GMT	https://www.kidney.org/professionals/kdoqi/gfr_calculatorCoc	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/professionals/kdoqi/gfr_calculatorCoc.html	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:34	71769/71769	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Sep%202023%2004:12:33%20GMT	https://www.kidney.org/professionals/kdoqi/gfr_calculatorPedRisk	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/professionals/kdoqi/gfr_calculatorPedRisk.html	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:34	11428/11428	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2264e65e69-2ca4%22	https://www.kidney.org/sites/default/files/js/js_AZ9y0PShar4GyPuQUcAgecHmIwX4TUOo0HFPa06mnF0.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/js/js_AZ9y0PShar4GyPuQUcAgecHmIwX4TUOo0HFPa06mnF0.js	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:34	674/674	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2264e65de9-2a2%22	https://www.kidney.org/sites/default/files/js/js_7h324ifclLGYFxFoatQ4-wnM2It7bPCH8oukRlW-nkY.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/js/js_7h324ifclLGYFxFoatQ4-wnM2It7bPCH8oukRlW-nkY.js	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:35	4040/4040	---M--	404	error ('Unknown%20site')	text/html	date:Sun,%2024%20Sep%202023%2004:12:35%20GMT	http://event-nkf.pantheonsite.io/profiles/kidneys_distro/themes/custom/nkf_base/img/NKF-logoR_Hori_W.png	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/event-nkf.pantheonsite.io/profiles/kidneys_distro/themes/custom/nkf_base/img/NKF-logoR_Hori_W.1c.delayed	(from https://www.kidney.org/sites/default/files/css/css_aRrq20RbS7yyihhfAemJKLBszjJthVUVWwhjORi2iSI.css)
11:12:35	41096/41096	---MCZ	200	added ('OK')	text/javascript	etag:W/%22450c07d0f9cfc1d4093589eb67e603a4%22	https://sdk.classy.org/embedded-giving.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/sdk.classy.org/embedded-giving.js	(from https://www.kidney.org/professionals/KDOQI/gfr_calculator)
11:12:35	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2024%20Sep%202023%2004:12:35%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.googletagmanager.com/gtm.1d5445.delayed	(from https://www.kidney.org/sites/default/files/js/js_iJZnPdmRA10lVpmJTguWW1J25LRVxskzX76I1akejmo.js)
11:12:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2024%20Sep%202023%2004:12:36%20GMT	https://www.kidney.org/professionals/KDOQI/Trident/	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/professionals/KDOQI/Trident/index.html	(from https://www.kidney.org/sites/default/files/js/js_O2LUy9EpXOZtP8PTbuQE1nuzSyPEzFmNat_nAExwAzU.js)
11:12:36	312/312	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2024%20Sep%202023%2004:12:36%20GMT	https://www.kidney.org/professionals/kdoqi/linkid.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/professionals/kdoqi/linkid.js	(from https://www.kidney.org/professionals/kdoqi/gfr_calculator)
11:12:37	9610/9610	---M-Z	200	added ('OK')	text/css	etag:W/%2264e65dea-258a%22	https://www.kidney.org/sites/default/files/css/css_i5zbwIEqbs0nvCut9T9L4C0_8jZ4F_ofnsQCyS39x04.css	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/css/css_i5zbwIEqbs0nvCut9T9L4C0_8jZ4F_ofnsQCyS39x04.css	(from https://www.kidney.org/professionals/kdoqi/gfr_calculatorPedRisk)
11:12:37	23305/23305	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2264e65e6a-5b09%22	https://www.kidney.org/sites/default/files/js/js_OTEjXq0RHJjuNuAdSpQoaUb9ez2JENN6l4ibQvqwjO8.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/js/js_OTEjXq0RHJjuNuAdSpQoaUb9ez2JENN6l4ibQvqwjO8.js	(from https://www.kidney.org/professionals/kdoqi/gfr_calculatorPedRisk)
11:12:37	103953/103953	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2264e65deb-19611%22	https://www.kidney.org/sites/default/files/js/js_7SqihNaaTqj583k7e92qqzysswTFu_MDqxX0UNr6eaY.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/js/js_7SqihNaaTqj583k7e92qqzysswTFu_MDqxX0UNr6eaY.js	(from https://www.kidney.org/professionals/kdoqi/gfr_calculatorPedRisk)
11:12:38	73326/73326	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Sep%202023%2004:12:38%20GMT	https://www.kidney.org/professionals/kdoqi/gfr_calculatorPedRiskFAQ	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/professionals/kdoqi/gfr_calculatorPedRiskFAQ.html	(from https://www.kidney.org/professionals/kdoqi/gfr_calculatorPedRisk)
11:12:39	100104/100104	---MCZ	200	added ('OK')	text/html	date:Sun,%2024%20Sep%202023%2004:12:38%20GMT	https://www.kidney.org/professionals/kdoqi/gfr_calculatorPedRiskCalc	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/professionals/kdoqi/gfr_calculatorPedRiskCalc.html	(from https://www.kidney.org/professionals/kdoqi/gfr_calculatorPedRisk)
11:12:40	15934/15934	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Sun,%2024%20Sep%202023%2004:12:39%20GMT	https://www.kidney.org/professionals/KDOQI/Trident	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/professionals/KDOQI/Trident	(from https://www.kidney.org/professionals/KDOQI/Trident/)
11:12:40	12471/12471	---M-Z	200	added ('OK')	text/css	etag:W/%2264e667f2-30b7%22	https://www.kidney.org/sites/default/files/css/css_eGL7AyKNMw6VS4Awpvlri4xkGrtJSYmsWuc_KojXJiU.css	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/css/css_eGL7AyKNMw6VS4Awpvlri4xkGrtJSYmsWuc_KojXJiU.css	(from https://www.kidney.org/professionals/kdoqi/gfr_calculatorPedRiskCalc)
11:12:40	34412/34412	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2264e667f2-866c%22	https://www.kidney.org/sites/default/files/js/js_ZgUiViJy0dPJZiiTl7UE8kCAOH3mfCLaT5zo0bEZT84.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/js/js_ZgUiViJy0dPJZiiTl7UE8kCAOH3mfCLaT5zo0bEZT84.js	(from https://www.kidney.org/professionals/kdoqi/gfr_calculatorPedRiskCalc)
11:12:41	103953/103953	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%2264e65dea-19611%22	https://www.kidney.org/sites/default/files/js/js_2r9VXBm_FWTIJDmP6dOX7r-42SJlXKTcVANi57RLWyo.js	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/js/js_2r9VXBm_FWTIJDmP6dOX7r-42SJlXKTcVANi57RLWyo.js	(from https://www.kidney.org/professionals/kdoqi/gfr_calculatorPedRiskCalc)
11:12:41	103850/103850	---M--	200	added ('OK')	image/png	etag:%2260147db8-195aa%22	https://www.kidney.org/sites/default/files/ckd_diagnosis.png	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/ckd_diagnosis.png	(from https://www.kidney.org/professionals/kdoqi/gfr_calculatorPedRiskCalc)
11:12:42	146661/146661	---M--	200	added ('OK')	image/png	etag:%2260147de7-23ce5%22	https://www.kidney.org/sites/default/files/ref-bpcat.png	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/ref-bpcat.png	(from https://www.kidney.org/professionals/kdoqi/gfr_calculatorPedRiskCalc)
11:12:42	198712/198712	---M--	200	added ('OK')	image/png	etag:%2260147dcf-30838%22	https://www.kidney.org/sites/default/files/ref-hb.png	C:/Users/yongk/Pictures/BG%20Oyaji/BAKAL%20SKRIPSI/SKRIPSI%20GECE/HP%20GU/Health%20Project/www.kidney.org/sites/default/files/ref-hb.png	(from https://www.kidney.org/professionals/kdoqi/gfr_calculatorPedRiskCalc)
